ticker,name,period,total_assets,total_equity,stockholders_equity,retained_earnings,short_term_debt,long_term_debt,bps,equity_ratio,revenue,operating_income,ordinary_income,net_income,basic_eps,roe,roa,operating_cf,investing_cf,financing_cf,capex,cash_equivalents,operating_cf_margin,dps,dividend_payment,buyback,payout_ratio,total_return_ratio,doe,price,shares_outstanding,market_cap,per,pbr,dividend_yield,total_liabilities,interest_bearing_debt,net_cash,net_cash_ratio
3769,,2025-09,406800093000.0,116177340000.0,113013115000.0,75385641000.0,13410000000.0,9902500000.0,1489.88,27.8,82499385000.0,31340267000.0,,21829235000.0,287.79,19.32,5.37,53759555000.0,-7328884000.0,-1242838000.0,-3908719000.0,220040128000.0,65.16,144.0,9399746000.0,,50.0,50.0,10.1,8171.0,75853837,619801702127.0,28.39223044581118,5.3349620685669,1.7623301921429444,290622753000.0,23312500000.0,-70582625000.0,-0.11387936618724762
3770,,2025-04,5478503000.0,4963920000.0,4652277000.0,2789708000.0,,,553.12,90.6,4317141000.0,300003000.0,243340000.0,158785000.0,13.56,3.2,2.9,262681000.0,-2398736000.0,-1140399000.0,-40741000.0,1375785000.0,6.08,5.0,60083000.0,1085918000.0,36.9,720.8,1.0,,8410972,,,,,514583000.0,,861202000.0,
3771,,2025-03,17526376000.0,11829067000.0,11804450000.0,10960530000.0,,566664000.0,712.95,67.3,25931487000.0,2997558000.0,3066064000.0,2194600000.0,132.29,18.58,12.52,2056993000.0,-1139508000.0,-1035237000.0,-1001594000.0,8203626000.0,7.93,60.0,668631000.0,222208000.0,45.3,55.4,8.9,,16557191,,,,,5697309000.0,566664000.0,2506317000.0,
3772,,2025-03,62102417000.0,19398994000.0,19397574000.0,15262187000.0,719962000.0,23849462000.0,1011.42,31.2,18310289000.0,2520295000.0,1048713000.0,1102812000.0,57.56,5.69,1.78,-3078726000.0,-3852244000.0,1924138000.0,-466347000.0,8917584000.0,-16.81,20.0,362349000.0,28000.0,34.7,34.7,2.0,,19178554,,,,,42703423000.0,24569424000.0,-33785839000.0,
3773,,2025-03,15970795000.0,12307618000.0,12122477000.0,2025764000.0,,1060700000.0,788.93,77.1,6665147000.0,1442566000.0,1539804000.0,1408637000.0,90.4,11.45,8.82,1432469000.0,-1069023000.0,-1209511000.0,-889700000.0,4105900000.0,21.49,27.5,303029000.0,,30.4,30.4,3.6,969.0,15365719,14889381711.0,10.719026548672566,1.209769568002517,2.8379772961816303,3663177000.0,1060700000.0,442723000.0,0.0297341426657713
3774,,2025-03,312435000000.0,142086000000.0,140683000000.0,79885000000.0,33616000000.0,,795.19,45.0,316831000000.0,30104000000.0,,19933000000.0,112.68,14.17,6.38,28528000000.0,-21749000000.0,-19667000000.0,-26274000000.0,32534000000.0,9.0,35.0,6134000000.0,,31.1,31.1,4.6,,176917466,,,,,170349000000.0,33616000000.0,-137815000000.0,
3775,,2025-12,2303000000.0,1291000000.0,1101369000.0,-211159000.0,,320130000.0,250.06,55.4,3498000000.0,254000000.0,204000000.0,218575000.0,42.84,17.13,9.49,310749000.0,-75056000.0,8023000.0,-23629000.0,1099969000.0,8.88,5.0,25513000.0,,11.7,11.7,2.0,,4404418,,,,,1012000000.0,320130000.0,87969000.0,
3776,,2025-12,19182000000.0,12069000000.0,8556434000.0,1098027000.0,500000000.0,1151300000.0,142.66,45.7,15289000000.0,811000000.0,909000000.0,300208000.0,4.89,3.42,1.57,1339541000.0,-1795769000.0,-654224000.0,-829416000.0,6475461000.0,8.76,3.0,122811000.0,,61.4,61.4,2.1,,59977807,,,,,7113000000.0,1651300000.0,-637539000.0,
3777,,2025-12,6389000000.0,3731000000.0,3580514000.0,33654000.0,,1462888000.0,12.12,57.8,1371000000.0,106000000.0,105000000.0,-3649000.0,-0.01,-0.10191274213702278,-0.05711378932540304,687596000.0,-727684000.0,-2450000.0,-428023000.0,1249573000.0,50.15,,,11000.0,,,,,295421947,,,,,2658000000.0,1462888000.0,-1408427000.0,
3778,,2025-03,81419470000.0,30257381000.0,29931026000.0,9177688000.0,9261668000.0,3154471000.0,751.36,36.9,31412382000.0,4145586000.0,4060431000.0,2937459000.0,75.23,9.77,3.61,5787563000.0,-8323113000.0,26763654000.0,-22244897000.0,29489223000.0,18.42,4.0,125939000.0,317000.0,5.3,5.3,0.8,2617.0,39835799,104250285983.0,34.786654260268506,3.4454497559785495,0.15284677111196027,51162089000.0,12416139000.0,-21672866000.0,-0.20789262874093387
3779,,2025-03,3191647000.0,731352000.0,598622000.0,171874000.0,207600000.0,,53.21,19.3,1318779000.0,-108563000.0,-222863000.0,370450000.0,32.02,60.18,11.61,13377000.0,355983000.0,99388000.0,-33211000.0,1196968000.0,1.01,,,,0.0,,0.0,,11250178,,,,,2460295000.0,207600000.0,-1263327000.0,
377A,,2025-12,6289000000.0,2048000000.0,1943930000.0,288874000.0,,972800000.0,689.12,31.6,13066374000.0,145000000.0,141000000.0,9000000.0,3.8,0.45,0.14,258000000.0,-256000000.0,730000000.0,-134338000.0,2745606000.0,1.97,,,,,,,,2820887,,,,,4241000000.0,972800000.0,-1495394000.0,
3782,,2024-12,2021869000.0,1106159000.0,1101916000.0,-1959996000.0,,,22.87,54.7,1108152000.0,156756000.0,158238000.0,166265000.0,3.44,15.03,8.22,356098000.0,-55346000.0,,-21698000.0,1542020000.0,32.13,,,,,,,,48181722,,,,,915710000.0,,626310000.0,
3784,,2023-12,22182000000.0,14829000000.0,13608921000.0,11954683000.0,175348000.0,24162000.0,817.54,63.4,33683000000.0,3427000000.0,3198000000.0,2088000000.0,123.7,14.84,9.41,2701000000.0,-446000000.0,-899000000.0,-354866000.0,9597712000.0,8.02,22.0,800003000.0,241000.0,17.8,17.8,2.8,,16646183,,,,,7353000000.0,199510000.0,2244712000.0,
3787,,2025-03,1843643000.0,1762610000.0,1770763000.0,-2422588000.0,,,679.77,95.6,416588000.0,-286658000.0,-282073000.0,-285004000.0,-109.91,-16.094982784257407,-15.458741198811266,-202852000.0,778000.0,,-4936000.0,637706000.0,-48.69,,,,,,0.0,,2604944,,,,,81033000.0,,556673000.0,
3788,,2025-12,18963000000.0,10350000000.0,8227255000.0,7573686000.0,,1462500000.0,899.53,54.5,20670000000.0,1475000000.0,1435000000.0,1005193000.0,87.55,9.73,5.3,2842049000.0,-1577182000.0,-822525000.0,-1593605000.0,9031153000.0,13.75,56.91,427346000.0,,65.0,65.0,6.6,,9146170,,,,,8613000000.0,1462500000.0,418153000.0,
378A,,2025-06,6461015000.0,3391179000.0,3358341000.0,3306341000.0,50000000.0,837702000.0,609.08,52.4,4419389000.0,1387038000.0,1367860000.0,905095000.0,162.79,26.73,14.01,1143685000.0,-656627000.0,-767617000.0,-116136000.0,2568026000.0,25.88,17.5,97300000.0,,10.8,,3.3,,5513792,,,,,3069836000.0,887702000.0,-501810000.0,
3791,,2025-05,13092090000.0,7829395000.0,7815436000.0,5193036000.0,,,409.27,59.8,14598270000.0,1426186000.0,1420281000.0,828016000.0,43.28,10.58,6.32,-1858966000.0,-722857000.0,-514551000.0,-636339000.0,4639924000.0,-12.73,11.0,289387000.0,216000.0,25.4,25.4,2.7,,19096039,,,,,5262695000.0,,-622771000.0,
3793,,2025-03,13506236000.0,4719137000.0,4656665000.0,890527000.0,100000000.0,2888700000.0,162.48,34.6,12655184000.0,112008000.0,53306000.0,-1035569000.0,-36.1,-22.23842599800501,-7.667339738473398,634082000.0,-899375000.0,-1739032000.0,-1787087000.0,3928774000.0,5.01,,172000.0,,,,,403.0,28659927,11549950581.0,-11.163434903047092,2.447470921272258,,8787099000.0,2988700000.0,-4858325000.0,-0.4206359989099939
3794,,2019-03,21271000000.0,10851000000.0,10756801000.0,8095428000.0,70000000.0,9748000.0,606.44,50.3,16967000000.0,1896000000.0,1904000000.0,1193000000.0,67.66,11.16,5.61,2732000000.0,-2058000000.0,-410000000.0,-846707000.0,7223218000.0,16.1,7.5,352652000.0,376000.0,11.1,11.1,1.3,,17737617,,,,,10420000000.0,79748000.0,-3196782000.0,
3796,,2025-03,2349571000.0,1872662000.0,1872662000.0,664686000.0,,,271.35,79.7,3028187000.0,-37275000.0,-42141000.0,-39536000.0,-5.73,-2.111219216281422,-1.6826901591822505,316334000.0,-676506000.0,-34294000.0,-681111000.0,345549000.0,10.45,2.5,34507000.0,14000.0,,,1.8,,6901278,,,,,476909000.0,,-131360000.0,
3798,,2025-03,13570000000.0,10479000000.0,9781000000.0,8713000000.0,,,178.0,72.2,13203000000.0,2623000000.0,2638000000.0,1635000000.0,29.72,16.7,12.05,1587000000.0,-222000000.0,-249000000.0,-91000000.0,7137000000.0,12.02,6.0,247000000.0,,20.2,20.2,3.6,,54949438,,,,,3091000000.0,,4046000000.0,
3799,,2025-03,10779132000.0,7569625000.0,7470011000.0,5420752000.0,,,906.61,70.2,21101196000.0,921038000.0,1224599000.0,1031747000.0,127.63,13.63,9.57,-333355000.0,398222000.0,-166053000.0,-231675000.0,1863790000.0,-1.58,32.0,166766000.0,,25.1,25.1,3.2,1121.0,8239497,9236476137.0,8.78320144166732,1.2202026040920124,2.8545941123996434,3209507000.0,,-1345717000.0,-0.14569593208921425
3800,,2025-03,15366436000.0,11971981000.0,11459990000.0,9159340000.0,,,1577.94,77.9,11687128000.0,840780000.0,1001623000.0,716887000.0,94.57,5.99,4.67,429108000.0,-123657000.0,-522743000.0,-192000000.0,8801930000.0,3.67,70.0,522830000.0,,74.0,74.0,4.5,,7262627,,,,,3394455000.0,,5407475000.0,
3802,,2025-03,1969671000.0,1801074000.0,1750273000.0,786824000.0,,,383.77,91.4,2121744000.0,46811000.0,61719000.0,43215000.0,9.21,2.4,2.19,149596000.0,-116710000.0,-170655000.0,-125721000.0,1350918000.0,7.05,13.0,56317000.0,,141.2,141.2,3.4,472.0,4560734,2152666448.0,51.2486427795874,1.1952126608901132,2.754237288135593,168597000.0,,1182321000.0,0.5492355776244253
3803,,2025-03,614394000.0,308107000.0,277220000.0,30226000.0,,3600000.0,140.92,46.2,646058000.0,-70802000.0,-69393000.0,-36568000.0,-18.14,-13.190967462665032,-5.9518810405049525,-7531000.0,-17691000.0,-66824000.0,-6441000.0,275439000.0,-1.17,,,,,,,,1967215,,,,,306287000.0,3600000.0,-30848000.0,
3804,,2025-10,7360691000.0,5007247000.0,4983747000.0,4006140000.0,,73386000.0,780.74,68.0,5032292000.0,938154000.0,943957000.0,627894000.0,97.92,12.54,8.53,1077824000.0,-740995000.0,-261671000.0,-22199000.0,2100894000.0,21.42,28.0,153812000.0,94000.0,28.6,28.6,3.8,,6383363,,,,,2353444000.0,73386000.0,-252550000.0,
3807,,2025-12,2674000000.0,1131000000.0,-1139000.0,-12025000.0,8000000.0,,24.56,42.0,842000000.0,4000000.0,5000000.0,-8000000.0,-0.17,702.3705004389815,-0.2991772625280479,32711000.0,-7783000.0,,-446000.0,192125000.0,3.88,,,,,,,,-46376,,,,,1543000000.0,8000000.0,-1350875000.0,
3808,,2025-06,1725331000.0,372517000.0,336927000.0,-1808903000.0,,,7.08,18.9,234701000.0,-114741000.0,-160260000.0,-135312000.0,-3.28,-40.16062826665717,-7.842669029884701,64464000.0,-82985000.0,287800000.0,,542309000.0,27.47,,7000.0,,,,,,47588559,,,,,1352814000.0,,-810505000.0,
3810,,2025-05,1077000000.0,546000000.0,341000000.0,-7213000000.0,120000000.0,,27.74,47.4,2504000000.0,-1787000000.0,-1916000000.0,-1695000000.0,-110.71,-497.0674486803519,-157.3816155988858,-2048000000.0,19000000.0,1895000000.0,-4000000.0,212000000.0,-81.79,,,,,,,,12292718,,,,,531000000.0,120000000.0,-319000000.0,
3814,,2025-09,1147446000.0,-491161000.0,-393860000.0,-1956420000.0,296478000.0,700402000.0,-98.87,-34.3,1170516000.0,-83844000.0,-114629000.0,-106529000.0,-26.77,27.047428020108665,-9.284009879332013,89090000.0,-133327000.0,-85180000.0,-137159000.0,76778000.0,7.61,,,19000.0,,,,,,,,,,1638607000.0,996880000.0,-1561829000.0,
3815,,2025-08,2277626000.0,708001000.0,704115000.0,177030000.0,97200000.0,292021000.0,67.52,30.9,1873495000.0,-323447000.0,-317476000.0,-508238000.0,-50.21,-72.18110677943234,-22.314374704187607,-220427000.0,-220239000.0,76271000.0,-234178000.0,1595941000.0,-11.77,,,,,,,,10428243,,,,,1569625000.0,389221000.0,26316000.0,
3816,,2025-07,6241588000.0,5365134000.0,5111943000.0,4484822000.0,,37660000.0,1384.46,86.0,3204763000.0,571514000.0,619334000.0,417508000.0,107.73,7.78,6.69,277083000.0,-87894000.0,-109684000.0,-25862000.0,3750968000.0,8.65,19.0,73638000.0,517000.0,17.6,17.7,1.4,,3692373,,,,,876454000.0,37660000.0,2874514000.0,
3817,,2025-03,51448000000.0,31103000000.0,27243000000.0,22854000000.0,70000000.0,,2438.2,59.9,51617000000.0,7940000000.0,8126000000.0,3377000000.0,267.47,10.96,6.56,5778000000.0,-264000000.0,-1907000000.0,-267000000.0,19738000000.0,11.19,180.0,2521000000.0,,67.3,,7.6,4640.0,11173406,51844603840.0,17.34773993345048,1.6668682712278557,3.8793103448275863,20345000000.0,70000000.0,-607000000.0,-0.011708065160904507
3822,,2019-03,11615583000.0,7938654000.0,7815848000.0,6157895000.0,400000000.0,,922.12,68.3,16957020000.0,1711711000.0,1728819000.0,1218497000.0,139.51,15.35,10.49,1460330000.0,-179670000.0,-624825000.0,-71350000.0,7250822000.0,8.61,42.0,333989000.0,288281000.0,30.1,53.8,4.8,,8475955,,,,,3676929000.0,400000000.0,3573893000.0,
3823,,2025-08,2473149000.0,1577840000.0,1537246000.0,-3732193000.0,64545000.0,270869000.0,13.92,62.2,1751539000.0,-72956000.0,-786399000.0,-69043000.0,-0.73,-4.491343610586725,-2.791704017833135,-64485000.0,-24153000.0,740406000.0,-60895000.0,1246966000.0,-3.68,,,,,,,49.0,110434339,5411282611.0,-67.12328767123287,3.4295509120062873,,895309000.0,335414000.0,351657000.0,0.06498588694760744
3824,,2025-05,700239000.0,373403000.0,373403000.0,18676000.0,,87600000.0,397.24,53.3,1719341000.0,36525000.0,70316000.0,59429000.0,63.22,15.92,8.49,92427000.0,11540000.0,-17160000.0,-13045000.0,388954000.0,5.38,5.0,,,,,1.4,,939993,,,,,326836000.0,87600000.0,62118000.0,
3825,,2025-03,20543000000.0,17911000000.0,17906000000.0,7868000000.0,200000000.0,111000000.0,145.68,87.2,21129000000.0,-1211000000.0,-541000000.0,-593000000.0,-4.92,-3.3117390818719983,-2.886628048483668,-7967000000.0,-742000000.0,236000000.0,-330000000.0,5103000000.0,-37.71,,,,,,,222.0,122913234,27286737948.0,-45.1219512195122,1.523462562001005,,2632000000.0,311000000.0,2471000000.0,0.0905568120567931
3826,,2025-02,4981991000.0,4116659000.0,4110561000.0,3475704000.0,,,376.59,82.5,4768979000.0,271544000.0,302357000.0,583408000.0,53.44,14.19,11.71,-360375000.0,-69814000.0,-131012000.0,-210266000.0,2459289000.0,-7.56,10.0,131012000.0,,18.7,18.7,2.6,,10915215,,,,,865332000.0,,1593957000.0,
3830,,2024-04,14981086000.0,8837392000.0,8799494000.0,9525852000.0,,1061243000.0,612.65,58.7,21668636000.0,3854685000.0,3843618000.0,2605842000.0,179.85,29.61,17.39,2360683000.0,-1009074000.0,-1348347000.0,-1000814000.0,4645481000.0,10.89,30.0,182584000.0,390804000.0,16.7,31.7,5.6,,14363003,,,,,6143694000.0,1061243000.0,-1498213000.0,
3834,,2025-03,14787000000.0,13091000000.0,12862000000.0,14101000000.0,,,487.58,88.5,13078000000.0,2345000000.0,2364000000.0,1752000000.0,64.95,13.38,11.85,2462000000.0,-563000000.0,-1247000000.0,-2860000000.0,4161000000.0,18.83,24.5,641000000.0,606000000.0,37.7,72.3,5.2,,26379260,,,,,1696000000.0,,2465000000.0,
3835,,2025-03,8112629000.0,7357937000.0,7255394000.0,7741704000.0,,,163.84,90.7,5469897000.0,1731664000.0,1797849000.0,1250789000.0,27.67,17.0,15.42,1166516000.0,87085000.0,-837866000.0,-102555000.0,5421243000.0,21.33,13.9,459030000.0,395165000.0,50.2,81.8,8.8,,44283410,,,,,754692000.0,,4666551000.0,
3836,,2025-06,24373055000.0,15597989000.0,15563815000.0,16490130000.0,,,413.91,63.9,28227703000.0,4604149000.0,4613019000.0,3434688000.0,91.24,22.04,14.09,4469729000.0,-201243000.0,-1036813000.0,-227000000.0,15162045000.0,15.83,25.0,708296000.0,351351000.0,20.62,30.8,,1326.0,37601930,49860159180.0,14.533099517755371,3.1965761214474506,1.885369532428356,8775066000.0,,6386979000.0,0.1280978461569364
3837,,2025-03,9885194000.0,7074955000.0,6212966000.0,5769324000.0,,,395.2,69.8,15463041000.0,1710917000.0,1766299000.0,1209503000.0,65.81,17.53,12.24,1027942000.0,-202558000.0,-1697786000.0,-104917000.0,2887453000.0,6.65,30.0,454229000.0,1240694000.0,45.6,148.2,7.7,,15721067,,,,,2810239000.0,,77214000.0,
3839,,2025-03,9253834000.0,6304681000.0,6089145000.0,4771474000.0,381366000.0,714405000.0,771.02,68.1,6472393000.0,516119000.0,576724000.0,263367000.0,32.31,4.18,2.85,1000702000.0,-704272000.0,121372000.0,-423264000.0,3123321000.0,15.46,10.0,81371000.0,,31.0,31.0,1.3,,7897518,,,,,2949153000.0,1095771000.0,174168000.0,
3840,,2025-03,3252288000.0,2474877000.0,2456275000.0,-2308176000.0,95000000.0,156606000.0,33.47,75.5,2253739000.0,-208368000.0,-228919000.0,-276771000.0,-4.36,-11.267915848184751,-8.510039701281068,-538514000.0,-525282000.0,914000000.0,-522897000.0,154663000.0,-23.89,,,,,,,,73387361,,,,,777411000.0,251606000.0,-622748000.0,
3841,,2025-03,4273372000.0,3594265000.0,3594265000.0,1966937000.0,,,933.74,84.1,2062768000.0,256990000.0,290075000.0,213428000.0,55.45,5.94,4.99,137866000.0,13999000.0,-153973000.0,-18922000.0,2545775000.0,6.68,40.0,153973000.0,,72.1,72.1,4.3,,3849321,,,,,679107000.0,,1866668000.0,
3842,,2025-03,3536496000.0,2172752000.0,2170085000.0,319421000.0,,288819000.0,701.93,61.4,3620794000.0,262271000.0,250401000.0,204883000.0,66.61,9.44,5.79,852293000.0,-265298000.0,-39209000.0,-260438000.0,1809821000.0,23.54,10.0,30666000.0,30000.0,15.0,15.0,1.5,,3091597,,,,,1363744000.0,288819000.0,446077000.0,
3843,,2025-04,40558896000.0,8536536000.0,6338993000.0,3361628000.0,300000000.0,15158208000.0,297.46,16.0,55073206000.0,5883783000.0,5230578000.0,2748537000.0,135.81,42.42,6.78,4573382000.0,-687485000.0,-1924976000.0,-949877000.0,20677536000.0,8.3,30.0,539245000.0,,22.1,22.1,6.8,,21310404,,,,,32022360000.0,15458208000.0,-11344824000.0,
3844,,2025-03,25611000000.0,18468000000.0,18457000000.0,13874000000.0,200000000.0,,579.14,72.1,36341000000.0,4630000000.0,4660000000.0,3160000000.0,99.1,17.11,12.34,3194000000.0,-923000000.0,-1512000000.0,-1017000000.0,12881000000.0,8.79,48.0,1514000000.0,,48.4,48.4,8.7,,31869668,,,,,7143000000.0,200000000.0,5738000000.0,
3845,,2025-03,1392185000.0,859783000.0,855315000.0,121892000.0,,214116000.0,40.08,61.4,2004586000.0,-61871000.0,-50823000.0,-110605000.0,-6.15,-12.93149307565049,-7.944705624611672,26667000.0,-39183000.0,299953000.0,-9370000.0,1003616000.0,1.33,,,,,,,,21340194,,,,,532402000.0,214116000.0,471214000.0,
3847,,2025-03,9752591000.0,6683874000.0,6494272000.0,5477451000.0,,,4517.44,68.5,11354180000.0,867073000.0,890951000.0,654717000.0,442.49,9.8,6.71,663149000.0,-254160000.0,-368650000.0,-634747000.0,2783851000.0,5.84,140.0,199747000.0,198000.0,31.6,31.6,3.2,,1437600,,,,,3068717000.0,,-284866000.0,
3848,,2025-03,6179273000.0,4775904000.0,4436447000.0,4106622000.0,50000000.0,44561000.0,769.06,77.3,2607070000.0,329200000.0,360166000.0,268283000.0,43.37,5.62,4.34,103002000.0,-261827000.0,-162983000.0,-33000000.0,3828094000.0,3.95,26.0,155356000.0,,59.9,59.9,3.4,917.0,5768661,5289862137.0,21.14364768273,1.107614838363585,2.8353326063249726,1403369000.0,94561000.0,2424725000.0,0.45837205908264295
3849,,2025-03,1346256000.0,1177712000.0,1168064000.0,352354000.0,,,730.78,87.5,637500000.0,3242000.0,6998000.0,5988000.0,3.7,0.51,0.44,-25462000.0,-106865000.0,-25613000.0,-14346000.0,602471000.0,-3.99,10.0,16252000.0,9127000.0,270.3,422.7,1.4,,1598379,,,,,168544000.0,,433927000.0,
3850,,2025-03,9272523000.0,5117937000.0,5086587000.0,3999325000.0,,,1051.7,55.2,11829406000.0,551729000.0,599906000.0,341309000.0,70.19,6.67,3.68,1393757000.0,-1200184000.0,-215240000.0,-125410000.0,2251547000.0,11.78,35.0,169909000.0,76000.0,49.9,49.9,3.4,2948.0,4836537,14258111076.0,42.00028494087477,2.7859098453146256,1.187245590230665,4154586000.0,,-1903039000.0,-0.1334706252361363
3851,,2025-03,11154198000.0,7868184000.0,6633296000.0,5562240000.0,650000000.0,974410000.0,1533.44,69.6,5299892000.0,-274726000.0,-75025000.0,-157225000.0,-31.08,-2.3702394706945085,-1.4095589839807399,404148000.0,-225984000.0,471209000.0,-401085000.0,5195499000.0,7.63,5.0,25202000.0,,,,0.3,,4325761,,,,,3286014000.0,1624410000.0,1909485000.0,
3852,,2022-12,10760353000.0,6688356000.0,6688356000.0,5981698000.0,,,833.89,62.2,16628138000.0,1054726000.0,1084013000.0,804108000.0,100.25,12.02,7.47,-53048000.0,1306880000.0,-160461000.0,-35000000.0,2005895000.0,-0.32,22.0,160416000.0,169000.0,21.9,21.9,2.8,,8020669,,,,,4071997000.0,,-2066102000.0,
3853,,2025-03,7857945000.0,6239482000.0,6104985000.0,1120010000.0,100000000.0,,363.23,77.7,3171258000.0,781201000.0,,588623000.0,35.02,9.64,7.49,829334000.0,771600000.0,-517294000.0,-12416000.0,2814062000.0,26.15,8.0,75441000.0,,22.8,22.8,2.3,,16807491,,,,,1618463000.0,100000000.0,1195599000.0,
3854,,2025-07,15768982000.0,11286903000.0,11107764000.0,10443866000.0,,,450.94,71.6,19294870000.0,4818844000.0,4767603000.0,3488354000.0,141.32,30.91,22.12,3366167000.0,-546114000.0,-2080908000.0,-449646000.0,7402360000.0,17.45,50.0,1106733000.0,3931619000.0,35.4,148.1,11.9,,24632465,,,,,4482079000.0,,2920281000.0,
3856,,2025-03,145802000000.0,43338000000.0,24266000000.0,18683000000.0,32310000000.0,10381000000.0,1358.44,16.6,72417000000.0,3602000000.0,3737000000.0,951000000.0,53.45,3.93,0.65,-10361000000.0,-2620000000.0,4128000000.0,-4142000000.0,25924000000.0,-14.31,3.0,142000000.0,,5.6,5.6,0.2,646.0,17863137,11539586502.0,12.086061739943872,0.26626947487193686,0.46439628482972134,102464000000.0,42691000000.0,-76540000000.0,-6.632819987677579
3857,,2024-03,23770000000.0,15404700000.0,15381176000.0,7685432000.0,,,510.51,64.8,49477000000.0,2174544000.0,2153000000.0,1379000000.0,45.7,8.95,5.8,2177000000.0,-708000000.0,-2134000000.0,-670000000.0,5494909000.0,4.4,26.0,800654000.0,242250000.0,56.9,74.5,5.2,,30129039,,,,,8365300000.0,,-2870391000.0,
3858,,2025-03,3450476000.0,2396048000.0,2286423000.0,-650421000.0,,36824000.0,229.09,69.4,4138789000.0,96498000.0,92889000.0,91084000.0,8.71,3.8,2.64,137876000.0,23157000.0,-220915000.0,-36693000.0,1341054000.0,3.33,,,,,,,,9980457,,,,,1054428000.0,36824000.0,286626000.0,
3861,,2025-03,2635030000000.0,1132791000000.0,816060000000.0,671980000000.0,236227000000.0,445161000000.0,1177.99,41.8,1849264000000.0,67686000000.0,68568000000.0,46171000000.0,47.34,4.19,1.75,94420000000.0,-154911000000.0,60969000000.0,-153445000000.0,65508000000.0,5.11,24.0,19727000000.0,29307000000.0,50.7,114.2,2.2,,692756305,,,,,1502239000000.0,681388000000.0,-1436731000000.0,
3863,,2025-03,1703308000000.0,510435000000.0,330974000000.0,11547000000.0,231334000000.0,560682000000.0,4175.76,28.3,1182431000000.0,19706000000.0,15505000000.0,4539000000.0,39.33,0.94,0.27,72790000000.0,-33435000000.0,-18274000000.0,-52386000000.0,185941000000.0,6.16,10.0,1157000000.0,6000000.0,25.4,25.5,0.2,,79260781,,,,,1192873000000.0,792016000000.0,-1006932000000.0,
3864,,2025-03,208217000000.0,85282000000.0,63914000000.0,21233000000.0,42014000000.0,19864000000.0,1945.13,40.9,175942000000.0,4567000000.0,4548000000.0,4343000000.0,99.11,5.09,2.09,4854000000.0,4797000000.0,-13402000000.0,-3060000000.0,6239000000.0,2.76,15.0,446000000.0,,15.1,15.1,0.7,,32858472,,,,,122935000000.0,61878000000.0,-116696000000.0,
3865,,2025-03,418882000000.0,265870000000.0,229228000000.0,151825000000.0,27170000000.0,35198000000.0,1575.9,63.3,305718000000.0,19727000000.0,18759000000.0,15529000000.0,92.34,5.86,3.71,40932000000.0,-18816000000.0,-19121000000.0,-19356000000.0,25148000000.0,13.39,22.0,3363000000.0,2000000.0,23.8,23.8,1.4,,145458468,,,,,153012000000.0,62368000000.0,-127864000000.0,
386A,,2025-06,8445495000.0,2868996000.0,2801914000.0,2631914000.0,800000000.0,944655000.0,956.33,34.0,24016722000.0,678605000.0,764553000.0,404783000.0,134.93,14.11,4.79,716190000.0,-475766000.0,-45623000.0,-912000000.0,1172945000.0,2.98,10.0,30000000.0,,7.4,,1.1,,2929861,,,,,5576499000.0,1744655000.0,-4403554000.0,
3877,,2025-03,121888000000.0,55941000000.0,53370000000.0,19267000000.0,28603000000.0,8494000000.0,4533.01,46.7,111009000000.0,4843000000.0,5114000000.0,1761000000.0,136.64,3.1,1.44,10360000000.0,-6013000000.0,-6012000000.0,-5517000000.0,9005000000.0,9.33,70.0,841000000.0,604000000.0,51.2,85.5,1.6,,11773633,,,,,65947000000.0,37097000000.0,-56942000000.0,
3878,,2025-03,46087000000.0,19630000000.0,12267000000.0,9179000000.0,6877000000.0,5198000000.0,1511.69,33.1,34432000000.0,1282000000.0,1566000000.0,749000000.0,72.99,4.91,1.63,1799000000.0,-2758000000.0,500000000.0,-3109000000.0,4853000000.0,5.22,15.0,155000000.0,214000000.0,20.5,49.1,1.0,802.0,8114758,6508035916.0,10.987806548842308,0.3315351969434539,1.8703241895261846,26457000000.0,12075000000.0,-21604000000.0,-3.3195883180187415
387A,,2025-06,1834803000.0,989779000.0,989779000.0,572962000.0,,331648000.0,605.18,53.9,2008991000.0,189734000.0,185701000.0,197123000.0,121.98,19.92,10.74,274445000.0,-32079000.0,227124000.0,-17955000.0,1355555000.0,13.66,,,,,,,,1635511,,,,,845024000.0,331648000.0,510531000.0,
3880,,2025-03,886066000000.0,249713000000.0,207139000000.0,101348000000.0,13767000000.0,298131000000.0,1422.45,26.7,668912000000.0,9807000000.0,4530000000.0,-11197000000.0,-67.29,-5.405548930911127,-1.2636756178433661,44649000000.0,-20901000000.0,-35486000000.0,-34584000000.0,112872000000.0,6.67,14.0,2682000000.0,,,,1.0,,145621287,,,,,636353000000.0,311898000000.0,-523481000000.0,
3891,,2025-03,35269328000.0,23903335000.0,23201074000.0,17274390000.0,1500000000.0,4535230000.0,2269.04,67.8,16033765000.0,2460650000.0,2445093000.0,1781054000.0,167.55,7.45,5.05,3801015000.0,-3401708000.0,-637318000.0,-5142000000.0,4126719000.0,23.71,60.0,531825000.0,198558000.0,35.8,46.9,2.7,3680.0,10225061,37628224480.0,21.96359295732617,1.5741830368021867,1.6304347826086956,11365993000.0,6035230000.0,-7239274000.0,-0.19238946562168485
