ticker,name,period,total_assets,total_equity,stockholders_equity,retained_earnings,short_term_debt,long_term_debt,bps,equity_ratio,revenue,operating_income,ordinary_income,net_income,basic_eps,roe,roa,operating_cf,investing_cf,financing_cf,capex,cash_equivalents,operating_cf_margin,dps,dividend_payment,buyback,payout_ratio,total_return_ratio,doe,price,shares_outstanding,market_cap,per,pbr,dividend_yield,total_liabilities,interest_bearing_debt,net_cash,net_cash_ratio
4801,,2025-03,41153000000.0,25840000000.0,25443000000.0,21532000000.0,,358000000.0,2306.93,62.8,46595000000.0,1946000000.0,1524000000.0,1359000000.0,121.33,5.26,3.3,2064000000.0,-1953000000.0,-2195000000.0,-2002000000.0,5379000000.0,4.43,50.0,481000000.0,,41.2,41.2,2.2,,11028943,,,,,15313000000.0,358000000.0,-9934000000.0,
4809,,2025-09,49440000000.0,20912000000.0,20849000000.0,16857000000.0,,21427000000.0,2056.3,42.2,17630000000.0,3266000000.0,2949000000.0,2044000000.0,202.28,9.8,4.13,3018000000.0,-4341000000.0,1449000000.0,-4693000000.0,3641000000.0,17.12,67.0,660000000.0,,33.1,,3.4,2100.0,10139084,21292076400.0,10.38164919912992,1.018175038255547,3.1904761904761907,28528000000.0,21427000000.0,-24887000000.0,-1.1688385638142835
480A,,2025-12,4377000000.0,3336000000.0,3302446000.0,2096824000.0,,,519.76,76.0,6109000000.0,839000000.0,830000000.0,510000000.0,99.44,15.33,11.65,631000000.0,-84000000.0,942000000.0,-41623000.0,2392198000.0,10.33,,,,,,,,6353790,,,,,1041000000.0,,1351198000.0,
4811,,2025-12,5311000000.0,2916000000.0,2874914000.0,2066828000.0,,,251.1,54.9,5654000000.0,974000000.0,1073000000.0,757000000.0,65.18,25.96,14.25,1091000000.0,-71000000.0,-454000000.0,-276619000.0,4122722000.0,19.3,20.0,154856000.0,328899000.0,30.7,74.1,8.9,,11449279,,,,,2395000000.0,,1727722000.0,
4812,,2025-12,165055000000.0,100159000000.0,98683000000.0,75925000000.0,,,513.16,60.7,164865000000.0,22888000000.0,23618000000.0,16365000000.0,83.83,16.34,9.91,19064000000.0,-2956000000.0,-8552000000.0,-2733000000.0,69419000000.0,11.56,40.0,7298000000.0,576000000.0,47.7,51.2,8.2,,192304544,,,,,64896000000.0,,4523000000.0,
4813,,2025-01,21529205000.0,10051948000.0,11733927000.0,-16246756000.0,,,266.23,46.5,15930903000.0,-2259548000.0,-1884921000.0,-5383524000.0,-143.14,-45.87998544732723,-25.005679494435583,1134345000.0,-1068283000.0,-50875000.0,-1508000000.0,10559823000.0,7.12,,1000.0,,,,,,44074398,,,,,11477257000.0,,-917434000.0,
4814,,2025-03,1546199000.0,1222641000.0,1222641000.0,-212897000.0,,,96.22,79.1,3009759000.0,-75503000.0,-77724000.0,-105947000.0,-8.34,-8.66542182046897,-6.8520934239383156,2686000.0,-138327000.0,-6604000.0,-128000.0,443298000.0,0.09,,,,,,,191.0,12706724,2426984284.0,-22.901678657074342,1.985034269258106,,323558000.0,,119740000.0,0.0493369490644794
4816,,2025-03,190980000000.0,153198000000.0,138553000000.0,133030000000.0,,,749.15,80.2,100836000000.0,32432000000.0,33188000000.0,23623000000.0,115.52,15.42,12.37,27163000000.0,-5541000000.0,-6440000000.0,-649000000.0,66782000000.0,26.94,41.0,6344000000.0,,35.5,35.5,5.9,,184946939,,,,,37782000000.0,,29000000000.0,
4819,,2025-03,226344000000.0,77695000000.0,75417000000.0,66296000000.0,27676000000.0,33956000000.0,1645.49,33.3,38306000000.0,3715000000.0,,-7190000000.0,-155.29,-9.53365951973693,-3.1765807796981584,31726000000.0,-10003000000.0,-14914000000.0,-4964000000.0,56354000000.0,82.82,53.0,1894000000.0,4509000000.0,,,3.0,,45832548,,,,,148649000000.0,61632000000.0,-92295000000.0,
4820,,2025-12,27506000000.0,20432000000.0,19867000000.0,15290000000.0,,5000000.0,293.75,73.9,23658000000.0,3676000000.0,4313000000.0,2452000000.0,35.44,12.06,8.91,2008000000.0,-2222000000.0,-3840000000.0,-1381000000.0,7847000000.0,8.49,39.0,2974000000.0,,110.1,110.1,13.2,672.0,67632340,45448932480.0,18.961625282167045,2.224399592795615,5.803571428571429,7074000000.0,5000000.0,773000000.0,0.017008100252743272
4824,,2024-06,3926974000.0,3127906000.0,2214867000.0,401655000.0,,78309000.0,318.91,79.1,864898000.0,61772000.0,202102000.0,119796000.0,12.3,3.86,3.05,138963000.0,7772000.0,16022000.0,-4889000.0,632425000.0,16.07,2.0,9743000.0,,16.3,16.3,0.6,,6945116,,,,,799068000.0,78309000.0,-166643000.0,
4825,,2025-05,25757761000.0,21545584000.0,21188262000.0,18615607000.0,,,970.42,83.5,23505624000.0,4517299000.0,4468136000.0,3115362000.0,140.77,14.49,12.09,4427587000.0,-269614000.0,-1436013000.0,-261000000.0,16970434000.0,18.84,35.0,1437675000.0,140000.0,,0.0,7.5,1932.0,21834115,42183510180.0,13.724515166583789,1.9578726749759952,1.8115942028985508,4212177000.0,,12758257000.0,0.30244654713558977
4826,,2025-06,18676844000.0,14516447000.0,14251081000.0,11648434000.0,620004000.0,17474000.0,256.67,77.7,26899791000.0,2170380000.0,2204341000.0,1495762000.0,26.1,10.3,8.01,1782772000.0,-885734000.0,-1639345000.0,-45000000.0,8214862000.0,6.63,15.0,1037884000.0,700748000.0,57.5,104.3,5.9,,55522971,,,,,4160397000.0,637478000.0,4054465000.0,
4827,,2025-03,30554571000.0,6101762000.0,5805695000.0,5369661000.0,12398063000.0,8366568000.0,1403.48,19.1,16094118000.0,1461488000.0,1259184000.0,828459000.0,199.68,14.23,2.71,2682293000.0,-1701087000.0,-657328000.0,-1667555000.0,3902394000.0,16.67,10.0,41489000.0,,5.0,,0.8,,4136642,,,,,24452809000.0,20764631000.0,-20550415000.0,
4828,,2025-03,18451536000.0,13384526000.0,13215919000.0,12034324000.0,100000000.0,,223.55,72.5,20776900000.0,4676353000.0,4679914000.0,3330791000.0,55.63,24.89,18.05,3522977000.0,-1476116000.0,-1065022000.0,-1084000000.0,9347420000.0,16.96,20.0,1055977000.0,102000.0,36.0,36.0,9.8,,59118403,,,,,5067010000.0,100000000.0,4280410000.0,
4829,,2025-05,5591448000.0,4896788000.0,4823588000.0,2730355000.0,,,122.87,84.7,4442255000.0,67815000.0,89372000.0,21693000.0,0.56,0.46,0.39,157989000.0,-436042000.0,-286239000.0,-129000000.0,3824338000.0,3.56,3.0,115604000.0,,535.7,535.7,2.4,,39257654,,,,,694660000.0,,3129678000.0,
4832,,2025-03,53065719000.0,34144984000.0,31850707000.0,28501766000.0,,,1050.81,62.2,63971753000.0,7589259000.0,7667308000.0,5442363000.0,173.27,16.49,10.26,8740897000.0,-3180046000.0,-2792316000.0,-4635000000.0,24053157000.0,13.66,61.0,1696125000.0,,35.2,35.2,6.0,,30310624,,,,,18920735000.0,,5132422000.0,
4833,,2025-03,429891000.0,308834000.0,303697000.0,-739480000.0,,,10.36,70.6,619677000.0,-427214000.0,-426516000.0,-427937000.0,-14.6,-140.90919567858754,-99.5454661763098,-441955000.0,-31207000.0,,-41653000.0,183018000.0,-71.32,,,,,,,,29314382,,,,,121057000.0,,61961000.0,
4834,,2025-05,2799124000.0,1399983000.0,1300211000.0,940704000.0,200000000.0,,1396.3,49.5,5126057000.0,109515000.0,124606000.0,89609000.0,90.24,6.46,3.2,247626000.0,-8375000.0,-214057000.0,-6019000.0,1095966000.0,4.83,14.0,13902000.0,,15.5,,1.0,,931183,,,,,1399141000.0,200000000.0,-303175000.0,
4837,,2023-03,33195000000.0,12225000000.0,11882000000.0,1669000000.0,,1875000000.0,223.3,36.8,121220000000.0,4301000000.0,4188000000.0,3817000000.0,76.07,31.23,11.5,4173000000.0,1409000000.0,-5168000000.0,-485000000.0,7426000000.0,3.44,10.0,519000000.0,2557000000.0,13.1,80.1,5.9,,53210927,,,,,20970000000.0,1875000000.0,-13544000000.0,
4838,,2025-03,15959934000.0,8082104000.0,8019362000.0,2302452000.0,,,484.82,50.2,20637129000.0,877450000.0,889308000.0,287555000.0,17.26,3.59,1.8,1309643000.0,-640151000.0,-352439000.0,-865635000.0,6489456000.0,6.35,13.0,138137000.0,80107000.0,75.3,103.2,2.7,,16540905,,,,,7877830000.0,,-1388374000.0,
4839,,2025-03,100499000000.0,68034000000.0,66100000000.0,58697000000.0,,,2407.12,67.7,76757000000.0,2036000000.0,2997000000.0,637000000.0,22.56,0.94,0.63,4344000000.0,-3626000000.0,-927000000.0,-3030000000.0,25723000000.0,5.66,30.0,845000000.0,,132.8,132.8,1.2,,27460201,,,,,32465000000.0,,-6742000000.0,
483A,,2025-03,3356352000.0,2453127000.0,2453127000.0,2436903000.0,,,1362.09,73.1,4387144000.0,506805000.0,520183000.0,374658000.0,208.03,15.27,11.16,430929000.0,-67805000.0,-56192000.0,-19590000.0,1705217000.0,9.82,69.0,44010000.0,,11.75,,,,1801002,,,,,903225000.0,,801992000.0,
4840,,2025-12,4969000000.0,4362000000.0,4245414000.0,-335861000.0,,,550.55,86.4,1424000000.0,-204000000.0,231000000.0,-423105000.0,-54.21,-9.966165843896496,-8.51489233246126,-849802000.0,1049222000.0,229181000.0,-1068000.0,3257762000.0,-59.68,,73000.0,517000.0,,,,,7711223,,,,,607000000.0,,2650762000.0,
4845,,2025-06,10222965000.0,4835851000.0,4803961000.0,2621910000.0,2017364000.0,1021000000.0,276.7,47.0,8179945000.0,752286000.0,,982077000.0,56.58,20.44,9.61,589800000.0,778574000.0,-3598972000.0,-96796000.0,4586809000.0,7.21,16.5,465899000.0,2000.0,29.2,29.2,,,17361622,,,,,5387114000.0,3038364000.0,-800305000.0,
4847,,2025-06,18690605000.0,9475383000.0,9008068000.0,7717853000.0,,,361.91,50.7,15596131000.0,1848368000.0,1890498000.0,1349786000.0,51.55,14.25,7.22,4263605000.0,-1599028000.0,-1052168000.0,-1671646000.0,6422975000.0,27.34,35.0,1051195000.0,64000.0,67.9,67.9,9.8,,24890353,,,,,9215222000.0,,-2792247000.0,
4848,,2025-12,58207000000.0,32654000000.0,30287000000.0,26102000000.0,10500000000.0,1357000000.0,878.0,52.7,77227000000.0,7915000000.0,7778000000.0,4784000000.0,136.84,15.6,8.22,1356000000.0,-6037000000.0,6159000000.0,-733000000.0,21029000000.0,1.76,63.0,2174000000.0,564000000.0,46.0,57.8,7.5,,34495444,,,,,25553000000.0,11857000000.0,-4524000000.0,
4849,,2025-03,56942000000.0,37618000000.0,35019000000.0,48306000000.0,,,905.54,65.0,65678000000.0,5892000000.0,5943000000.0,7628000000.0,186.74,20.61,13.4,8062000000.0,-843000000.0,-3021000000.0,-3806000000.0,23584000000.0,12.28,70.1,3023000000.0,,37.5,37.5,8.3,1122.0,38671952,43389930144.0,6.008353860983185,1.1534353273432931,6.2477718360071295,19324000000.0,,4260000000.0,0.09817946205172853
485A,,2025-12,26236000000.0,6648000000.0,6165000000.0,-1659000000.0,4000000000.0,2000000000.0,171.34,23.7,19306000000.0,-677000000.0,-1796000000.0,-1646000000.0,-51.37,-26.699107866991078,-6.2738222289983225,1369000000.0,-1466000000.0,6306000000.0,-1307000000.0,7454000000.0,7.09,,,,,,,,35981090,,,,,19588000000.0,6000000000.0,-12134000000.0,
4880,,2025-10,7023969000.0,6016826000.0,5896272000.0,3131681000.0,,,297.8,84.0,3711455000.0,166708000.0,167624000.0,10659000.0,0.54,0.18,0.15,333095000.0,-3292000.0,61071000.0,-51512000.0,4711820000.0,8.97,5.0,99027000.0,,929.4,929.4,1.7,,19799435,,,,,1007143000.0,,3704677000.0,
4881,,2025-12,1980000000.0,1464000000.0,1440933000.0,-3755934000.0,,,35.52,72.7,314000.0,-1648000000.0,-1633000000.0,-1911000000.0,-50.19,-132.6224050667172,-96.51515151515152,-1387000000.0,-993000.0,810000000.0,-348000.0,1768476000.0,-441719.75,,,,,,,,40566807,,,,,516000000.0,,1252476000.0,
4882,,2025-03,1818837000.0,1432406000.0,1353183000.0,-3808501000.0,,,91.74,74.4,120375000.0,-826430000.0,-829829000.0,-904800000.0,-63.41,-66.86457042395595,-49.74607400223329,-719485000.0,-75157000.0,923381000.0,-74532000.0,1667921000.0,-597.7,,,,,,,,14750196,,,,,386431000.0,,1281490000.0,
4883,,2025-12,2964000000.0,2793000000.0,2740583000.0,-2037247000.0,,,31.8,93.0,,-2211000000.0,-2148000000.0,-2152000000.0,-27.85,-78.52343826112912,-72.60458839406208,-2118000000.0,-2000000.0,1351000000.0,-2571000.0,2812367000.0,,,,,,,,58.0,86181855,4998547590.0,-2.082585278276481,1.7896697422126746,,171000000.0,,2641367000.0,0.5284268985023307
4884,,2025-09,2079363000.0,1309255000.0,1279402000.0,-1672709000.0,,,182.3,61.5,72215000.0,-909452000.0,-914755000.0,-916255000.0,-133.92,-71.61587991889962,-44.06421581994101,-755782000.0,-154006000.0,84141000.0,,991296000.0,-1046.57,,,40000.0,,,,395.0,7018113,2772154635.0,-2.9495221027479093,2.1173527196764574,,770108000.0,,221188000.0,0.07978919978250058
4885,,2025-05,5264574000.0,2451781000.0,2339697000.0,1546754000.0,,1240400000.0,612.4,46.6,6653028000.0,432188000.0,430093000.0,241277000.0,60.42,9.84,4.58,215961000.0,-370504000.0,123200000.0,-292191000.0,1028068000.0,3.25,25.0,87467000.0,,41.4,41.4,4.2,,3820537,,,,,2812793000.0,1240400000.0,-1784725000.0,
4886,,2025-03,103889000000.0,71555000000.0,60039000000.0,59545000000.0,4461000000.0,6441000000.0,2302.59,62.9,64139000000.0,5331000000.0,5107000000.0,5101000000.0,179.94,7.81,4.91,2485000000.0,-6124000000.0,-2956000000.0,-3610000000.0,10603000000.0,3.87,55.0,1275000000.0,,30.6,30.6,2.5,,26074550,,,,,32334000000.0,10902000000.0,-21731000000.0,
4887,,2025-03,354623000000.0,173854000000.0,173854000000.0,157257000000.0,69836000000.0,69836000000.0,1505.86,49.0,189024000000.0,4050000000.0,,11969000000.0,96.54,6.88,3.38,27851000000.0,6480000000.0,-32704000000.0,-26879000000.0,38785000000.0,14.73,53.0,6070000000.0,33241000000.0,,277.7,3.4,,115451635,,,,,180769000000.0,139672000000.0,-141984000000.0,
4888,,2025-03,5417104000.0,3207485000.0,3207485000.0,-140811000.0,,608140000.0,94.26,59.2,961058000.0,-90246000.0,-137869000.0,-140811000.0,-4.22,-4.390075089984832,-2.599377822541343,140408000.0,287576000.0,721253000.0,-16429000.0,3161471000.0,14.61,,,26000.0,,,,,34028060,,,,,2209619000.0,608140000.0,951852000.0,
4889,,2025-03,1871362000.0,1720151000.0,1720151000.0,-835051000.0,,,135.32,91.9,132693000.0,-178827000.0,-178987000.0,113427000.0,8.92,6.59,6.06,-176342000.0,382147000.0,-52182000.0,-799000.0,1799816000.0,-132.89,,,,,,,1725.0,12711727,21927729075.0,193.38565022421525,12.747560577530693,,151211000.0,,1648605000.0,0.07518357210458193
4890,,2025-03,2503123000.0,1587272000.0,1587272000.0,-47121000.0,,69214000.0,61.91,63.4,1357133000.0,235467000.0,281499000.0,205766000.0,8.04,12.96,8.22,-317754000.0,-14547000.0,-12246000.0,-19688000.0,1538853000.0,-23.41,,,,,,,,25638378,,,,,915851000.0,69214000.0,623002000.0,
4891,,2025-12,2865000000.0,2771000000.0,2735304000.0,-716058000.0,,,60.14,95.5,,-696000000.0,-711000000.0,-716000000.0,-16.08,-26.1762495137652,-24.991273996509598,-779000000.0,-2000000.0,640000000.0,-2544000.0,2781032000.0,,,,,,,,,45482274,,,,,94000000.0,,2687032000.0,
4892,,2025-12,4266000000.0,2757000000.0,2656882000.0,-3622132000.0,485000000.0,642336000.0,276.42,62.3,230000000.0,-828000000.0,-761000000.0,-763000000.0,-86.69,-28.717873055709664,-17.885607126113456,-534000000.0,-397000000.0,1256000000.0,-47564000.0,2376535000.0,-232.17,,,,,,,610.0,9611757,5863171770.0,-7.036567078094359,2.1266491730141457,,1509000000.0,1127336000.0,867535000.0,0.14796342901616882
4893,,2025-12,4011000000.0,3931000000.0,3925092000.0,-4147239000.0,,,90.65,97.8,5000000.0,-797000000.0,-791000000.0,-793000000.0,-18.31,-20.203348099866194,-19.770630765395165,-752000000.0,-378000.0,-20000.0,,3918321000.0,-15040.0,,,20000.0,,,,,43299415,,,,,80000000.0,,3838321000.0,
4894,,2025-03,5741609000.0,5529698000.0,5474141000.0,-2746480000.0,,,681.89,96.1,175205000.0,-590262000.0,-642014000.0,-644342000.0,-80.52,-11.770650408895204,-11.222324613187697,-812616000.0,-119992000.0,145113000.0,-76990000.0,4793824000.0,-463.81,,,572000.0,,,,7100.0,8027894,56998047400.0,-88.17685047193244,10.307623924489185,,211911000.0,,4581913000.0,0.08038719235143484
4896,,2025-12,2939000000.0,1265000000.0,1265435000.0,-993227000.0,,,109.0,43.1,,-916000000.0,-920000000.0,-993000000.0,-85.57,-78.47103960298237,-33.787002381762505,-918000000.0,-54000000.0,1496000000.0,-11186000.0,2791835000.0,,,,,,,,,11609495,,,,,1674000000.0,,1117835000.0,
4901,,2025-03,5249908000000.0,3352682000000.0,3348480000000.0,,,,2779.2,63.8,3195828000000.0,330155000000.0,,260951000000.0,216.86,7.79,4.97,428162000000.0,-541953000000.0,108883000000.0,-532138000000.0,172111000000.0,13.4,65.0,,,30.0,,,2977.0,1204835924,3586796545748.0,13.727750622521441,1.0698290341129877,2.1834061135371177,1897226000000.0,,-1725115000000.0,-0.4809626021428656
4902,,2025-03,1217641000000.0,474079000000.0,463154000000.0,116401000000.0,129668000000.0,213616000000.0,935.99,38.0,1127882000000.0,-64014000000.0,,-47484000000.0,-95.98,-10.2523134853634,-3.899671578075968,51093000000.0,24607000000.0,-110861000000.0,-41629000000.0,89904000000.0,4.53,,2353000000.0,,,,,,494827936,,,,,743562000000.0,343284000000.0,-653658000000.0,
4911,,2025-12,1267256000000.0,621270000000.0,600756000000.0,320612000000.0,30000000000.0,181617000000.0,1503.63,47.4,969992000000.0,-28788000000.0,,-40680000000.0,-101.83,-6.771467950382518,-3.2100854128921075,109890000000.0,-43424000000.0,-77248000000.0,-25299000000.0,91839000000.0,11.33,40.0,12004000000.0,2000000.0,,,2.6,,399537120,,,,,645986000000.0,211617000000.0,-554147000000.0,
4912,,2025-12,528596000000.0,348419000000.0,322726000000.0,232190000000.0,,,1166.54,61.1,422092000000.0,36368000000.0,,27587000000.0,99.74,8.55,5.22,40648000000.0,-43460000000.0,-12406000000.0,-18073000000.0,88092000000.0,9.63,30.0,8016000000.0,2000000.0,30.1,30.1,2.7,1652.0,276652322,457029635944.0,16.563063966312413,1.3117242054652587,1.8159806295399514,180177000000.0,,-92085000000.0,-0.20148583977447626
4914,,2025-03,262174000000.0,146394000000.0,117061000000.0,101014000000.0,31978000000.0,19554000000.0,1479.72,55.0,229207000000.0,15341000000.0,15311000000.0,13325000000.0,136.78,9.24,5.08,18922000000.0,-9127000000.0,6882000000.0,-11799000000.0,35585000000.0,8.26,48.0,2240000000.0,7000000.0,35.1,35.2,3.4,,79110237,,,,,115780000000.0,51532000000.0,-80195000000.0,
4917,,2025-03,97492000000.0,76673000000.0,64874000000.0,48628000000.0,95000000.0,,1548.3,71.7,76183000000.0,1028000000.0,2180000000.0,1859000000.0,41.25,2.66,1.91,4924000000.0,-2085000000.0,-2204000000.0,-1726000000.0,23810000000.0,6.46,40.0,1802000000.0,,96.9,96.9,2.6,3085.0,41900148,129261956580.0,74.78787878787878,1.685886251744421,1.2965964343598055,20819000000.0,95000000.0,2991000000.0,0.023139058692407115
4918,,2025-03,3567189000.0,2468399000.0,2585957000.0,950288000.0,,173484000.0,435.77,69.2,2929931000.0,422626000.0,420477000.0,43013000.0,8.07,1.74,1.21,445936000.0,-18434000.0,-58273000.0,-39546000.0,577937000.0,15.22,,,34000.0,,0.1,,,5934224,,,,,1098790000.0,173484000.0,-520853000.0,
4919,,2025-12,57801000000.0,49058000000.0,44281854000.0,43576061000.0,,,1543.67,84.9,52863000000.0,5652000000.0,5455000000.0,3437000000.0,106.23,7.01,5.95,5383000000.0,-3014000000.0,-4865000000.0,-3334360000.0,11513601000.0,10.18,88.0,2866679000.0,2000372000.0,82.3,140.5,5.8,,28686088,,,,,8743000000.0,,2770601000.0,
4920,,2025-02,16889398000.0,3804066000.0,3325135000.0,1718780000.0,3020834000.0,6335667000.0,1815.11,22.5,17632212000.0,489251000.0,367338000.0,216299000.0,103.21,5.69,1.28,567790000.0,-1111866000.0,95458000.0,-1111000000.0,948877000.0,3.22,20.0,41915000.0,,19.4,19.4,1.1,,1831919,,,,,13085332000.0,9356501000.0,-12136455000.0,
4921,,2024-03,110728000000.0,80533000000.0,79923000000.0,76337000000.0,,,661.37,72.2,110881000000.0,12570000000.0,12940000000.0,8833000000.0,73.03,11.04,7.98,11323000000.0,-2201000000.0,-4249000000.0,-2443000000.0,42080000000.0,10.21,34.0,4119000000.0,,46.6,46.6,5.3,,120844610,,,,,30195000000.0,,11885000000.0,
4922,,2025-12,393454000000.0,304784000000.0,246493000000.0,250470000000.0,799000000.0,,4979.33,72.2,330193000000.0,18467000000.0,21463000000.0,15114000000.0,264.83,5.32,3.84,11138000000.0,-17744000000.0,-10000000000.0,-21391000000.0,90747000000.0,3.37,140.0,7989000000.0,,52.9,52.9,2.9,,49503246,,,,,88670000000.0,799000000.0,2077000000.0,
4923,,2025-03,14877943000.0,11207870000.0,11207404000.0,13989551000.0,,,403.9,75.3,9376748000.0,1831953000.0,1834247000.0,1304523000.0,46.81,11.64,8.77,998561000.0,-389415000.0,-1136290000.0,-300000000.0,3167478000.0,10.65,19.05,513362000.0,623444000.0,42.7,90.5,5.0,,27747967,,,,,3670073000.0,,-502595000.0,
4924,,2018-07,53001728000.0,35408486000.0,34312444000.0,27916949000.0,800000000.0,2672000000.0,706.48,64.8,50938835000.0,8747825000.0,8835551000.0,5709837000.0,117.4,16.62,10.77,5957376000.0,-3756753000.0,1031156000.0,-2025933000.0,24723939000.0,11.7,57.0,2431759000.0,391000.0,48.6,48.6,8.5,,48568174,,,,,17593242000.0,3472000000.0,7130697000.0,
4925,,2025-03,12344340000.0,8927115000.0,8927115000.0,8554110000.0,500000000.0,727722000.0,2360.75,72.3,12061829000.0,589510000.0,608993000.0,576566000.0,152.47,6.46,4.67,1621011000.0,-147179000.0,-689491000.0,-211894000.0,4743538000.0,13.44,40.0,151260000.0,71000.0,26.2,26.2,1.7,,3781474,,,,,3417225000.0,1227722000.0,1326313000.0,
4926,,2025-03,8522992000.0,5703108000.0,5536970000.0,4686710000.0,,,1331.54,66.9,8838895000.0,171019000.0,172344000.0,136272000.0,31.83,2.39,1.6,-43156000.0,-849160000.0,-90216000.0,-887755000.0,2653637000.0,-0.49,20.0,85610000.0,,62.8,62.8,1.5,,4158320,,,,,2819884000.0,,-166247000.0,
4927,,2025-12,197906000000.0,163094000000.0,164159000000.0,76622000000.0,,30000000.0,735.91,82.3,170285000000.0,15693000000.0,17022000000.0,9472000000.0,42.81,5.82,4.79,18536000000.0,7878000000.0,-12361000000.0,-6681000000.0,61948000000.0,10.89,52.0,11523000000.0,8000000.0,121.5,121.6,7.0,,223069397,,,,,34812000000.0,30000000.0,27136000000.0,
4928,,2025-09,76492000000.0,54209000000.0,51429000000.0,44113000000.0,,,1574.12,70.3,64724000000.0,11075000000.0,11774000000.0,8030000000.0,235.1,14.94,10.5,7928000000.0,-2417000000.0,-7924000000.0,-2555000000.0,26723000000.0,12.25,230.0,7685000000.0,,97.8,,14.7,,32671587,,,,,22283000000.0,,4440000000.0,
4929,,2025-03,5292024000.0,4178925000.0,4172748000.0,2665298000.0,,,521.36,79.0,4098140000.0,126600000.0,135233000.0,40729000.0,5.08,0.97,0.77,307985000.0,-95612000.0,-104551000.0,-35000000.0,2224895000.0,7.52,12.0,96007000.0,,236.2,236.2,2.3,,8003582,,,,,1113099000.0,,1111796000.0,
4930,,2023-06,3842772000.0,2315127000.0,2307316000.0,1820451000.0,,325000000.0,2466.93,60.2,5079165000.0,274797000.0,322724000.0,221391000.0,236.76,9.56,5.76,481506000.0,-765567000.0,673732000.0,-6135000.0,700103000.0,9.48,,,63000.0,,0.0,,,935298,,,,,1527645000.0,325000000.0,-827542000.0,
4931,,2025-09,28251000000.0,22809000000.0,22418000000.0,15554000000.0,,2000000.0,1078.66,80.7,41140000000.0,4782000000.0,4887000000.0,2554000000.0,120.46,11.2,9.04,4690000000.0,-1794000000.0,-2098000000.0,-196000000.0,17118000000.0,11.4,52.0,970000000.0,945000000.0,43.2,80.2,5.0,2086.0,20783193,43353740598.0,17.316951685206707,1.9007295628041563,2.4928092042186005,5442000000.0,2000000.0,11676000000.0,0.269319321446017
4932,,2025-03,4721680000.0,1873826000.0,1873826000.0,3119991000.0,2100000000.0,,203.01,39.7,8477456000.0,946454000.0,936687000.0,650413000.0,70.43,34.71,13.78,-189093000.0,-108059000.0,354838000.0,-70888000.0,1570538000.0,-2.23,65.0,647049000.0,100017000.0,92.2,107.6,31.9,,9230215,,,,,2847854000.0,2100000000.0,-1277316000.0,
4933,,2024-12,38358000000.0,17809000000.0,16533000000.0,10855000000.0,10000000000.0,,941.28,42.9,45006000000.0,4583000000.0,4572000000.0,2951000000.0,167.76,17.93,7.69,38000000.0,-10360000000.0,9234000000.0,-782000000.0,7270000000.0,0.08,13.0,231000000.0,494000000.0,7.8,24.5,1.5,1144.0,17564380,20093650720.0,6.81926561754888,1.1282863001852996,1.1363636363636365,20549000000.0,10000000000.0,-13279000000.0,-0.6608555202356976
4934,,2025-07,10140000000.0,6610000000.0,6578000000.0,3876000000.0,405000000.0,451000000.0,756.5,65.1,16160000000.0,617000000.0,599000000.0,471000000.0,54.01,7.14,4.64,1472000000.0,-229000000.0,-1337000000.0,-188000000.0,4655000000.0,9.11,,,,,,,,8695307,,,,,3530000000.0,856000000.0,1125000000.0,
4935,,2025-12,7809000000.0,1592000000.0,1584965000.0,972104000.0,2403742000.0,852136000.0,52.69,20.3,10031000000.0,133000000.0,49000000.0,46331000.0,1.54,2.92,0.59,-305765000.0,-90483000.0,570809000.0,-105891000.0,799795000.0,-3.05,2.0,53802000.0,49000.0,129.9,130.0,3.8,,30080945,,,,,6217000000.0,3255878000.0,-5417205000.0,
4936,,2025-07,9567617000.0,7575092000.0,7394964000.0,4020454000.0,449481000.0,168458000.0,331.09,79.1,13478088000.0,513372000.0,504249000.0,320660000.0,13.74,4.23,3.35,781652000.0,-158540000.0,-1483991000.0,-326381000.0,3571201000.0,5.8,10.0,358522000.0,901017000.0,72.8,353.8,2.9,342.0,22335207,7638640794.0,24.890829694323145,1.008389177847609,2.923976608187134,1992525000.0,617939000.0,1578676000.0,0.20666975219465988
4937,,2025-09,3199164000.0,2091650000.0,2082400000.0,-338607000.0,190000000.0,341139000.0,591.15,65.1,1960902000.0,150940000.0,152398000.0,44090000.0,12.32,2.12,1.38,136344000.0,-188950000.0,-150424000.0,-262284000.0,1302301000.0,6.95,,,99923000.0,,226.6,,1360.0,3522625,4790770000.0,110.38961038961038,2.2904262185356057,,1107514000.0,531139000.0,194787000.0,0.04065880850051244
4951,,2025-03,45843000000.0,33236000000.0,30906000000.0,13552000000.0,513000000.0,,1560.4,71.0,48114000000.0,1658000000.0,2084000000.0,2834000000.0,133.53,8.7,6.18,3295000000.0,-4785000000.0,-2419000000.0,-4832000000.0,9885000000.0,6.85,44.0,936000000.0,,32.9,32.9,2.9,,19806459,,,,,12607000000.0,513000000.0,-2722000000.0,
4952,,2021-03,15219709000.0,7988568000.0,7725540000.0,6837798000.0,,2843800000.0,1020.15,52.5,11999983000.0,1238362000.0,1848384000.0,1371505000.0,175.14,17.17,9.01,1989155000.0,-304941000.0,-944941000.0,-270000000.0,800371000.0,16.58,28.0,231008000.0,33000.0,16.0,16.0,3.0,,7572945,,,,,7231141000.0,2843800000.0,-6430770000.0,
